Request_Type,Status_Code,User_Agent,Location,target
PUT,200,Opera,France,0
DELETE,403,Edge,France,0
GET,403,Edge,Brazil,0
GET,403,Safari,Canada,0
PUT,200,Firefox,Germany,0
POST,404,Safari,USA,0
GET,403,Bot,India,0
POST,500,Chrome,China,0
DELETE,403,Edge,France,0
PUT,403,Opera,Brazil,0
GET,200,Opera,Germany,0
PUT,404,Chrome,Germany,0
POST,500,Chrome,France,0
POST,403,Firefox,France,0
GET,301,Chrome,Canada,0
DELETE,301,Firefox,Canada,0
POST,200,Edge,Brazil,0
DELETE,500,Opera,China,0
PUT,200,Safari,Canada,0
DELETE,200,Opera,Canada,0
DELETE,403,Opera,China,0
POST,500,Opera,USA,0
GET,200,Safari,China,0
DELETE,404,Bot,Brazil,0
DELETE,500,Firefox,China,0
GET,200,Firefox,Germany,0
POST,403,Safari,Brazil,0
PUT,301,Edge,Germany,0
GET,200,Firefox,India,0
PUT,500,Firefox,USA,0
GET,301,Opera,Brazil,0
PUT,404,Firefox,Brazil,0
PUT,301,Firefox,India,0
DELETE,200,Firefox,France,0
PUT,404,Chrome,USA,0
DELETE,404,Firefox,France,0
POST,301,Safari,USA,0
PUT,404,Edge,India,0
PUT,200,Safari,USA,0
DELETE,404,Safari,China,0
GET,500,Firefox,China,0
DELETE,301,Chrome,USA,0
DELETE,404,Bot,Brazil,0
POST,500,Bot,Brazil,0
POST,301,Safari,Canada,0
POST,403,Opera,France,0
PUT,200,Bot,USA,0
DELETE,403,Chrome,China,0
DELETE,200,Bot,India,0
POST,403,Edge,China,0
GET,403,Safari,Canada,0
POST,404,Opera,France,0
GET,500,Safari,Germany,0
POST,404,Safari,France,0
PUT,301,Edge,Canada,0
PUT,200,Safari,France,0
DELETE,500,Chrome,France,0
PUT,301,Firefox,France,0
GET,200,Firefox,Germany,0
PUT,403,Opera,Germany,1
PUT,500,Bot,China,0
POST,200,Edge,China,0
PUT,500,Safari,USA,0
PUT,200,Safari,India,0
DELETE,500,Firefox,USA,0
PUT,301,Edge,China,0
GET,403,Safari,France,0
GET,404,Safari,Germany,0
GET,403,Opera,India,0
PUT,200,Safari,Canada,0
DELETE,404,Firefox,India,0
DELETE,403,Bot,Brazil,0
DELETE,403,Opera,France,0
PUT,301,Edge,China,0
DELETE,200,Chrome,Canada,0
GET,500,Firefox,India,0
PUT,500,Firefox,Germany,0
POST,200,Opera,Germany,0
GET,403,Safari,Canada,0
GET,500,Edge,Canada,0
DELETE,404,Safari,Canada,0
PUT,403,Safari,China,0
POST,500,Chrome,France,0
POST,404,Bot,USA,0
POST,200,Firefox,Canada,0
GET,500,Edge,Germany,0
POST,403,Safari,USA,0
GET,404,Firefox,Canada,0
DELETE,500,Edge,Germany,0
POST,301,Safari,Brazil,0
DELETE,500,Firefox,Brazil,1
DELETE,404,Firefox,Brazil,0
DELETE,200,Chrome,Brazil,0
POST,500,Bot,Canada,0
POST,200,Edge,France,1
PUT,404,Safari,France,0
GET,500,Chrome,France,0
PUT,403,Edge,China,0
GET,404,Opera,Germany,0
PUT,500,Opera,Germany,0
GET,500,Safari,Germany,0
PUT,500,Chrome,Canada,0
PUT,404,Safari,Canada,0
PUT,301,Chrome,Brazil,0
DELETE,404,Safari,China,0
POST,500,Chrome,France,1
POST,200,Chrome,India,0
POST,200,Firefox,Germany,0
PUT,404,Bot,France,0
PUT,404,Safari,Brazil,0
DELETE,200,Opera,France,0
DELETE,301,Opera,USA,0
GET,500,Safari,France,0
PUT,301,Chrome,China,0
DELETE,403,Chrome,Canada,0
POST,500,Safari,Germany,0
DELETE,200,Opera,Germany,0
PUT,403,Edge,France,0
POST,200,Bot,USA,0
PUT,403,Opera,India,0
PUT,200,Safari,Germany,0
DELETE,200,Safari,China,1
POST,301,Opera,India,0
PUT,500,Opera,Canada,0
POST,301,Bot,India,0
GET,404,Chrome,Germany,0
PUT,500,Firefox,USA,0
GET,500,Chrome,France,0
PUT,200,Firefox,China,0
DELETE,403,Safari,Germany,0
DELETE,301,Chrome,Germany,0
POST,404,Safari,Canada,0
POST,301,Chrome,India,0
GET,200,Firefox,China,0
GET,404,Bot,India,0
PUT,200,Safari,Canada,0
POST,403,Opera,Brazil,0
GET,500,Firefox,China,0
PUT,403,Chrome,France,0
GET,404,Safari,Brazil,0
POST,404,Chrome,Germany,0
DELETE,301,Safari,Canada,0
POST,200,Safari,USA,0
GET,301,Safari,Brazil,0
PUT,200,Bot,USA,0
GET,403,Firefox,Brazil,0
PUT,500,Chrome,France,0
PUT,500,Edge,Canada,0
POST,403,Opera,Canada,0
GET,200,Firefox,India,0
GET,404,Chrome,USA,0
GET,404,Chrome,China,0
POST,301,Firefox,France,0
DELETE,200,Safari,Germany,0
POST,301,Edge,France,0
POST,404,Chrome,USA,0
GET,200,Bot,India,1
POST,403,Chrome,India,0
DELETE,403,Firefox,Germany,0
PUT,500,Firefox,Brazil,0
POST,200,Firefox,Canada,0
GET,403,Opera,China,0
GET,200,Bot,Germany,0
PUT,301,Firefox,Germany,0
POST,404,Edge,Brazil,0
DELETE,301,Chrome,China,0
POST,403,Chrome,India,0
GET,500,Firefox,France,1
GET,301,Firefox,France,0
DELETE,200,Firefox,Germany,0
DELETE,500,Chrome,Canada,0
DELETE,404,Bot,Germany,0
POST,404,Opera,Brazil,0
PUT,500,Edge,Germany,0
GET,200,Firefox,Germany,0
PUT,200,Bot,France,0
DELETE,500,Edge,Canada,0
GET,404,Safari,China,0
DELETE,301,Safari,Germany,0
DELETE,200,Safari,USA,0
PUT,500,Opera,China,1
POST,500,Chrome,USA,0
PUT,500,Bot,Brazil,0
POST,301,Safari,Germany,0
GET,404,Bot,USA,0
POST,404,Edge,China,0
GET,500,Firefox,France,0
DELETE,403,Opera,Brazil,0
GET,404,Edge,Germany,0
PUT,403,Firefox,USA,0
GET,404,Opera,Canada,0
PUT,301,Bot,Brazil,0
GET,200,Firefox,France,0
PUT,404,Firefox,Brazil,0
DELETE,301,Chrome,France,0
POST,301,Firefox,India,0
DELETE,500,Edge,USA,0
GET,404,Safari,India,0
DELETE,200,Opera,China,0
GET,500,Firefox,Brazil,0
DELETE,404,Bot,China,0
PUT,404,Edge,USA,0
GET,200,Firefox,USA,0
GET,301,Opera,China,0
GET,403,Edge,India,0
GET,200,Edge,China,0
PUT,404,Opera,USA,0
PUT,404,Firefox,China,0
PUT,200,Chrome,Canada,0
POST,500,Chrome,China,0
PUT,500,Opera,China,1
GET,301,Safari,India,0
GET,404,Edge,India,0
GET,200,Edge,China,0
PUT,404,Edge,Canada,1
GET,403,Edge,Germany,0
DELETE,403,Chrome,Canada,0
PUT,404,Edge,Brazil,0
PUT,500,Safari,Germany,0
DELETE,200,Safari,Canada,0
DELETE,404,Firefox,France,0
PUT,404,Firefox,France,0
DELETE,404,Chrome,China,0
GET,404,Firefox,Canada,1
POST,404,Edge,Germany,0
DELETE,200,Safari,Brazil,0
PUT,200,Safari,Canada,0
PUT,200,Edge,Brazil,0
DELETE,404,Edge,Germany,0
GET,301,Bot,Germany,0
POST,301,Bot,Germany,0
DELETE,404,Safari,Brazil,0
PUT,200,Edge,Germany,0
DELETE,200,Firefox,India,0
PUT,500,Opera,Germany,0
DELETE,404,Safari,China,0
GET,200,Bot,India,0
DELETE,200,Bot,Brazil,0
PUT,403,Opera,Germany,0
GET,404,Bot,Brazil,0
POST,403,Firefox,Canada,0
PUT,404,Bot,China,0
DELETE,200,Opera,Brazil,0
GET,404,Opera,USA,0
DELETE,301,Safari,USA,0
DELETE,500,Bot,Brazil,0
GET,500,Edge,India,0
GET,403,Firefox,India,0
POST,200,Firefox,Canada,0
PUT,403,Chrome,France,0
DELETE,403,Bot,USA,0
DELETE,403,Bot,India,0
GET,200,Edge,China,0
DELETE,403,Bot,Brazil,0
POST,404,Edge,Germany,0
GET,301,Safari,France,0
DELETE,500,Safari,India,0
PUT,500,Chrome,Germany,0
POST,403,Safari,China,1
POST,500,Safari,Germany,0
PUT,404,Bot,India,0
DELETE,403,Chrome,France,0
POST,404,Opera,France,0
POST,403,Bot,India,0
GET,403,Chrome,China,0
POST,200,Firefox,Germany,0
POST,301,Safari,Brazil,0
PUT,200,Safari,Germany,0
GET,404,Chrome,India,0
POST,500,Opera,France,0
POST,403,Bot,India,0
PUT,301,Bot,China,0
GET,301,Safari,Canada,0
GET,301,Bot,Brazil,0
DELETE,301,Opera,China,0
DELETE,200,Bot,Canada,0
DELETE,403,Safari,China,0
DELETE,301,Safari,USA,0
PUT,200,Safari,Germany,0
DELETE,301,Opera,USA,0
PUT,500,Opera,Brazil,0
DELETE,404,Safari,Germany,0
DELETE,403,Bot,Canada,0
PUT,301,Edge,China,0
PUT,404,Bot,Canada,0
PUT,200,Bot,USA,0
GET,500,Opera,Germany,0
DELETE,500,Firefox,China,0
POST,404,Edge,France,0
GET,403,Safari,India,0
GET,301,Firefox,Brazil,0
GET,403,Safari,China,0
PUT,403,Chrome,USA,0
DELETE,500,Edge,India,0
POST,500,Opera,France,0
GET,200,Safari,India,0
GET,200,Bot,Brazil,0
GET,500,Safari,France,0
POST,404,Chrome,China,0
DELETE,403,Opera,India,0
DELETE,200,Chrome,USA,1
PUT,301,Opera,China,0
DELETE,404,Chrome,India,0
PUT,301,Opera,Canada,0
POST,200,Safari,India,0
GET,403,Edge,Germany,0
DELETE,403,Firefox,Brazil,0
GET,403,Edge,Germany,0
DELETE,301,Chrome,Brazil,0
POST,500,Edge,Canada,0
POST,404,Chrome,Germany,0
GET,500,Opera,Germany,0
DELETE,301,Opera,Brazil,0
POST,404,Chrome,India,0
POST,500,Safari,Germany,0
DELETE,403,Opera,India,0
POST,404,Safari,France,0
GET,301,Firefox,Brazil,0
DELETE,404,Chrome,Brazil,0
PUT,200,Firefox,China,0
POST,500,Safari,USA,0
POST,200,Bot,USA,0
POST,404,Opera,India,0
POST,404,Opera,Germany,0
PUT,403,Safari,USA,0
PUT,301,Opera,Brazil,0
DELETE,200,Opera,China,0
PUT,301,Firefox,Brazil,0
POST,301,Firefox,Germany,0
POST,403,Firefox,Germany,0
PUT,403,Bot,USA,0
GET,500,Firefox,Canada,0
POST,404,Edge,China,0
POST,200,Opera,Germany,1
GET,200,Edge,France,0
GET,200,Opera,India,0
PUT,301,Chrome,China,0
GET,301,Chrome,Brazil,0
DELETE,500,Chrome,China,0
PUT,200,Safari,India,0
PUT,200,Firefox,USA,0
POST,404,Chrome,France,0
DELETE,301,Firefox,India,0
GET,500,Safari,USA,0
PUT,404,Bot,France,1
POST,404,Chrome,Germany,0
DELETE,301,Edge,France,0
DELETE,404,Safari,China,0
GET,500,Chrome,Brazil,0
PUT,403,Bot,China,0
GET,403,Bot,India,0
PUT,301,Safari,Germany,0
DELETE,500,Opera,Canada,0
GET,200,Safari,Brazil,0
PUT,500,Firefox,India,0
DELETE,404,Safari,Germany,0
DELETE,404,Edge,Brazil,0
POST,403,Edge,India,0
GET,403,Chrome,Germany,0
POST,500,Chrome,India,0
GET,404,Edge,Canada,0
PUT,200,Edge,Brazil,0
POST,301,Opera,Germany,0
GET,404,Bot,France,0
POST,404,Chrome,China,0
POST,301,Firefox,Germany,0
POST,403,Opera,Germany,0
PUT,301,Chrome,USA,0
DELETE,403,Safari,Germany,0
DELETE,301,Chrome,Brazil,0
PUT,403,Bot,Brazil,0
DELETE,403,Firefox,Canada,0
PUT,404,Opera,India,0
PUT,200,Safari,China,0
POST,301,Edge,USA,0
PUT,500,Bot,Brazil,0
DELETE,301,Edge,Germany,0
POST,500,Edge,USA,0
DELETE,200,Chrome,France,0
GET,404,Bot,France,0
PUT,404,Bot,France,0
POST,500,Safari,India,0
PUT,403,Firefox,India,0
POST,301,Edge,France,0
DELETE,301,Firefox,France,0
GET,200,Safari,France,1
PUT,404,Firefox,Germany,0
PUT,403,Bot,India,0
DELETE,200,Chrome,Germany,0
GET,301,Firefox,France,0
DELETE,301,Edge,France,0
GET,500,Safari,China,0
GET,200,Safari,Canada,0
GET,200,Edge,France,0
PUT,404,Safari,India,0
PUT,403,Opera,Canada,0
POST,301,Safari,Brazil,0
GET,403,Firefox,Canada,0
PUT,403,Bot,Canada,0
PUT,200,Safari,Brazil,0
POST,200,Firefox,France,0
DELETE,404,Firefox,Brazil,0
POST,301,Edge,USA,0
PUT,200,Safari,Brazil,0
DELETE,500,Bot,India,0
PUT,200,Bot,Canada,0
POST,500,Safari,Brazil,0
DELETE,404,Safari,Brazil,0
POST,301,Firefox,India,0
GET,500,Safari,Canada,0
DELETE,301,Firefox,Brazil,0
GET,500,Chrome,India,0
GET,403,Chrome,India,0
GET,500,Edge,North Korea,1
PUT,403,Opera,France,0
PUT,301,Bot,Germany,0
DELETE,301,Firefox,Brazil,0
PUT,301,Opera,France,0
POST,404,Safari,Germany,0
POST,301,Opera,Germany,0
POST,403,Edge,France,0
POST,301,Bot,Canada,0
POST,403,Firefox,China,0
GET,500,Firefox,USA,0
GET,301,Opera,China,0
DELETE,500,Safari,India,0
POST,301,Safari,France,0
POST,404,Chrome,France,0
POST,301,Chrome,Canada,0
GET,200,Edge,Germany,0
GET,404,Bot,Germany,0
GET,404,Safari,France,0
PUT,200,Opera,China,0
GET,403,Chrome,France,0
DELETE,500,Opera,Germany,0
DELETE,500,Chrome,France,0
PUT,403,Firefox,USA,0
PUT,200,Bot,Canada,0
DELETE,500,Edge,Brazil,0
POST,404,Firefox,India,0
PUT,500,Firefox,China,0
PUT,301,Firefox,France,0
POST,403,Bot,China,0
POST,301,Chrome,Canada,0
GET,403,Safari,France,1
POST,500,Bot,USA,0
POST,200,Bot,USA,0
GET,200,Firefox,Brazil,0
PUT,500,Edge,USA,0
DELETE,404,Opera,USA,0
GET,200,Safari,India,0
GET,500,Bot,India,0
DELETE,403,Bot,China,0
DELETE,403,Firefox,Germany,0
PUT,301,Bot,France,0
DELETE,200,Safari,India,0
POST,200,Firefox,USA,0
PUT,500,Bot,Canada,0
DELETE,404,Chrome,China,0
POST,404,Edge,China,0
POST,403,Opera,USA,0
DELETE,301,Opera,Brazil,0
PUT,301,Opera,India,0
DELETE,403,Bot,France,0
GET,301,Opera,India,0
POST,500,Edge,USA,0
DELETE,404,Opera,France,0
PUT,404,Chrome,India,0
POST,403,Bot,Canada,0
PUT,403,Chrome,Brazil,0
PUT,404,Opera,Germany,0
GET,200,Edge,Canada,0
DELETE,404,Safari,USA,0
PUT,200,Opera,USA,0
DELETE,301,Edge,France,0
POST,404,Edge,India,0
PUT,500,Bot,Canada,0
PUT,404,Opera,Germany,0
POST,403,Safari,Germany,0
GET,403,Bot,India,0
PUT,404,Chrome,Brazil,0
POST,200,Bot,France,0
PUT,403,Safari,India,0
GET,200,Firefox,USA,0
GET,200,Firefox,Canada,0
GET,403,Firefox,USA,0
PUT,301,Firefox,India,0
PUT,500,Opera,India,0
POST,200,Opera,USA,0
DELETE,301,Safari,France,0
DELETE,301,Safari,China,1
POST,200,Chrome,USA,0
PUT,301,Bot,India,0
DELETE,404,Firefox,Brazil,0
GET,301,Opera,Canada,0
POST,500,Edge,France,0
PUT,404,Edge,Brazil,0
DELETE,404,Chrome,France,0
GET,200,Safari,Brazil,0
POST,404,Safari,China,0
DELETE,403,Safari,Canada,0
DELETE,404,Safari,Brazil,1
PUT,200,Opera,India,0
GET,301,Chrome,USA,0
GET,500,Edge,China,1
POST,500,Firefox,Canada,0
POST,404,Firefox,China,0
DELETE,200,Edge,Brazil,0
POST,403,Edge,Germany,0
PUT,301,Bot,India,0
DELETE,301,Firefox,Brazil,0
DELETE,500,Bot,Germany,0
GET,403,Edge,India,0
PUT,404,Opera,USA,0
DELETE,403,Edge,France,0
PUT,404,Bot,USA,0
DELETE,301,Edge,China,0
DELETE,200,Firefox,India,1
PUT,500,Opera,China,0
DELETE,301,Chrome,Brazil,0
PUT,301,Opera,Germany,0
GET,500,Safari,Brazil,0
PUT,403,Safari,Canada,0
GET,301,Chrome,Canada,0
POST,403,Chrome,France,0
PUT,200,Opera,China,0
PUT,404,Safari,India,0
GET,404,Chrome,China,1
PUT,200,Bot,Canada,0
GET,404,Chrome,USA,0
GET,403,Firefox,Germany,0
POST,500,Chrome,Canada,0
GET,500,Opera,China,1
PUT,301,Edge,Canada,0
POST,404,Safari,USA,0
POST,403,Bot,USA,0
PUT,500,Bot,USA,1
PUT,403,Chrome,Canada,0
PUT,200,Safari,India,1
PUT,301,Opera,France,0
DELETE,403,Edge,Canada,0
GET,403,Opera,France,0
POST,200,Bot,France,0
DELETE,500,Opera,Brazil,0
POST,404,Safari,China,0
POST,200,Firefox,India,0
DELETE,403,Chrome,France,0
GET,200,Opera,Brazil,0
POST,404,Chrome,France,0
GET,403,Edge,Brazil,0
POST,404,Safari,Canada,0
GET,404,Firefox,China,0
PUT,404,Chrome,Canada,0
PUT,301,Bot,Canada,0
PUT,200,Edge,Brazil,0
DELETE,301,Safari,Germany,0
GET,404,Firefox,China,0
POST,500,Chrome,Canada,0
DELETE,500,Chrome,China,0
POST,404,Edge,USA,0
POST,403,Safari,USA,1
DELETE,301,Opera,Brazil,0
DELETE,404,Firefox,Brazil,0
DELETE,200,Firefox,France,0
PUT,500,Bot,Germany,0
PUT,403,Edge,USA,0
GET,500,Safari,Canada,0
DELETE,500,Chrome,Canada,0
DELETE,404,Edge,India,0
POST,500,Safari,Germany,0
DELETE,500,Firefox,Germany,0
DELETE,500,Edge,Germany,0
DELETE,403,Chrome,Germany,0
POST,403,Edge,Brazil,0
GET,403,Firefox,Canada,0
PUT,403,Opera,Canada,0
GET,500,Safari,USA,0
GET,403,Firefox,Brazil,0
POST,403,Firefox,France,0
POST,500,Edge,Brazil,0
DELETE,404,Bot,Germany,0
DELETE,301,Bot,China,0
POST,500,Chrome,USA,0
PUT,404,Safari,USA,0
PUT,301,Bot,China,0
GET,404,Safari,China,0
DELETE,403,Bot,France,1
PUT,404,Safari,Brazil,1
GET,301,Edge,USA,0
PUT,301,Chrome,China,0
PUT,404,Opera,France,0
PUT,200,Edge,USA,0
GET,403,Bot,Brazil,1
POST,404,Opera,China,0
GET,500,Bot,China,0
GET,404,Edge,Brazil,1
POST,301,Firefox,China,0
DELETE,200,Firefox,USA,0
POST,301,Chrome,India,0
POST,403,Chrome,Brazil,0
POST,301,Edge,India,0
PUT,500,Edge,India,0
PUT,500,Safari,India,0
PUT,404,Opera,India,0
DELETE,500,Opera,Brazil,0
POST,200,Firefox,Brazil,0
POST,301,Firefox,France,0
POST,200,Safari,Canada,0
POST,301,Chrome,USA,0
GET,403,Safari,Germany,0
GET,403,Chrome,India,0
DELETE,200,Safari,India,1
GET,403,Firefox,Canada,0
GET,404,Safari,France,0
POST,404,Firefox,Canada,0
PUT,200,Opera,Brazil,0
POST,404,Opera,India,0
GET,403,Bot,USA,0
POST,404,Edge,India,0
GET,404,Opera,Germany,0
PUT,301,Edge,North Korea,1
GET,404,Safari,China,0
POST,200,Chrome,China,0
PUT,500,Safari,India,0
DELETE,301,Opera,USA,0
POST,200,Chrome,Canada,0
PUT,403,Edge,France,0
PUT,500,Safari,India,0
GET,200,Chrome,USA,0
GET,500,Chrome,India,0
DELETE,301,Opera,Germany,0
GET,200,Firefox,Brazil,0
GET,301,Chrome,Germany,0
DELETE,403,Bot,USA,0
PUT,301,Bot,France,0
DELETE,403,Edge,USA,0
GET,403,Firefox,Canada,0
DELETE,500,Chrome,Canada,0
PUT,403,Bot,Canada,0
GET,403,Opera,China,0
PUT,200,Edge,India,0
POST,200,Safari,India,0
GET,500,Chrome,Brazil,0
POST,404,Edge,France,0
PUT,403,Opera,China,0
POST,301,Chrome,France,0
GET,200,Firefox,Germany,0
DELETE,500,Firefox,India,0
DELETE,404,Safari,Germany,0
DELETE,403,Opera,Germany,0
POST,200,Firefox,India,0
POST,403,Opera,USA,0
DELETE,200,Bot,India,0
POST,500,Safari,USA,0
POST,404,Bot,India,0
POST,404,Bot,France,0
POST,404,Bot,USA,0
DELETE,500,Edge,Brazil,1
POST,301,Opera,Germany,0
PUT,403,Chrome,India,0
PUT,404,Opera,China,0
DELETE,403,Edge,Canada,0
GET,500,Bot,Brazil,0
DELETE,301,Bot,Brazil,0
PUT,403,Edge,USA,0
PUT,403,Safari,Germany,0
PUT,403,Safari,France,0
PUT,301,Edge,China,0
GET,403,Chrome,France,0
GET,404,Opera,France,0
DELETE,404,Safari,Germany,0
GET,500,Chrome,USA,0
GET,200,Bot,China,0
DELETE,500,Edge,USA,0
DELETE,404,Edge,Brazil,0
POST,404,Firefox,Canada,0
POST,200,Chrome,China,0
POST,200,Edge,USA,0
PUT,301,Firefox,Germany,0
GET,403,Firefox,Canada,0
GET,200,Bot,Germany,0
GET,500,Opera,Germany,0
POST,301,Bot,USA,0
DELETE,301,Edge,France,0
POST,500,Chrome,France,0
GET,200,Edge,Brazil,0
PUT,403,Safari,India,0
GET,404,Safari,India,0
GET,500,Safari,Germany,0
PUT,500,Bot,China,0
DELETE,403,Bot,China,0
PUT,500,Chrome,Brazil,0
PUT,403,Safari,USA,0
POST,301,Edge,Canada,0
POST,404,Bot,Germany,0
POST,403,Safari,China,0
POST,500,Safari,France,0
DELETE,500,Firefox,India,0
DELETE,500,Bot,Germany,0
GET,404,Firefox,Canada,0
POST,404,Safari,Brazil,0
GET,500,Chrome,Canada,0
DELETE,200,Opera,France,0
POST,403,Safari,China,0
GET,404,Firefox,USA,0
POST,301,Firefox,USA,0
DELETE,403,Opera,France,0
PUT,404,Edge,Brazil,0
DELETE,404,Edge,Canada,0
DELETE,403,Firefox,Germany,0
PUT,200,Bot,India,0
POST,403,Safari,France,0
GET,200,Bot,India,0
PUT,500,Bot,Germany,0
POST,301,Chrome,USA,0
PUT,500,Opera,Canada,0
PUT,403,Opera,USA,0
DELETE,301,Chrome,Germany,1
DELETE,301,Firefox,India,0
POST,301,Bot,Brazil,1
GET,301,Opera,India,0
GET,404,Bot,China,0
DELETE,301,Chrome,USA,0
GET,403,Opera,France,0
POST,200,Edge,Germany,0
PUT,301,Bot,France,0
DELETE,403,Bot,India,0
PUT,200,Opera,Germany,0
DELETE,404,Edge,China,0
GET,404,Chrome,Brazil,0
PUT,404,Chrome,China,0
PUT,403,Safari,USA,0
PUT,404,Firefox,Germany,0
POST,200,Bot,France,0
POST,301,Edge,Canada,0
GET,301,Bot,France,0
PUT,404,Edge,Brazil,0
DELETE,301,Firefox,Canada,0
DELETE,404,Firefox,USA,0
DELETE,500,Edge,France,0
PUT,301,Safari,Germany,0
PUT,404,Safari,France,0
PUT,500,Safari,India,0
DELETE,200,Edge,India,0
DELETE,301,Bot,Brazil,0
GET,403,Bot,Canada,0
POST,200,Opera,Canada,0
POST,403,Firefox,Brazil,0
DELETE,500,Chrome,India,0
GET,403,Firefox,India,0
DELETE,200,Firefox,China,0
POST,403,Safari,India,0
GET,404,Chrome,Canada,0
PUT,403,Bot,China,0
POST,404,Bot,Canada,0
PUT,301,Chrome,Canada,0
GET,403,Safari,India,0
GET,500,Bot,Germany,0
GET,403,Bot,Germany,1
GET,500,Opera,Canada,0
DELETE,500,Chrome,Brazil,0
PUT,404,Safari,Germany,0
POST,500,Chrome,Germany,0
PUT,500,Edge,Brazil,0
POST,404,Edge,Brazil,0
POST,404,Firefox,Germany,0
POST,200,Chrome,Brazil,0
DELETE,200,Safari,China,0
DELETE,200,Safari,Brazil,0
DELETE,403,Bot,Brazil,0
PUT,500,Safari,USA,0
PUT,301,Edge,Canada,0
DELETE,500,Bot,France,1
POST,403,Edge,USA,0
GET,404,Chrome,Germany,0
POST,301,Opera,France,0
PUT,500,Opera,Canada,0
PUT,200,Safari,USA,0
GET,500,Safari,France,0
PUT,200,Safari,Brazil,0
DELETE,301,Firefox,India,0
GET,404,Firefox,Canada,0
POST,200,Edge,Canada,0
GET,200,Firefox,India,0
GET,403,Opera,Canada,0
GET,404,Opera,Brazil,0
PUT,404,Bot,Brazil,0
GET,403,Safari,India,0
PUT,301,Chrome,China,0
DELETE,200,Bot,China,0
DELETE,500,Bot,Germany,0
PUT,200,Bot,India,0
PUT,404,Safari,Canada,0
PUT,500,Firefox,China,0
DELETE,403,Bot,India,0
POST,500,Firefox,Brazil,0
DELETE,500,Bot,Germany,0
DELETE,200,Opera,China,0
PUT,404,Chrome,China,0
PUT,500,Chrome,USA,1
GET,500,Bot,France,0
PUT,200,Opera,Canada,0
PUT,500,Chrome,China,0
POST,404,Opera,Germany,0
PUT,301,Safari,China,0
DELETE,301,Bot,Germany,0
DELETE,404,Chrome,Germany,0
DELETE,403,Safari,China,0
PUT,500,Firefox,China,1
POST,301,Firefox,India,0
GET,500,Chrome,China,0
POST,301,Opera,Canada,0
POST,403,Firefox,Germany,0
POST,404,Opera,Brazil,0
GET,404,Chrome,France,0
POST,500,Safari,France,0
GET,500,Firefox,Brazil,1
DELETE,500,Safari,China,0
DELETE,403,Safari,Canada,0
DELETE,500,Edge,Brazil,0
GET,500,Safari,India,0
POST,403,Edge,China,0
GET,200,Bot,China,0
DELETE,404,Opera,Brazil,0
GET,404,Firefox,India,0
DELETE,404,Safari,France,0
POST,200,Chrome,Germany,0
POST,200,Chrome,Germany,0
PUT,500,Firefox,Canada,0
DELETE,301,Chrome,India,1
POST,500,Opera,USA,0
POST,301,Safari,China,0
PUT,403,Edge,China,0
POST,500,Firefox,Germany,0
GET,403,Firefox,Brazil,0
DELETE,500,Opera,China,0
DELETE,301,Safari,India,0
POST,301,Chrome,Brazil,0
GET,500,Safari,India,0
GET,200,Safari,India,0
POST,500,Firefox,India,0
POST,301,Firefox,Germany,0
PUT,200,Firefox,Canada,0
POST,404,Safari,China,0
POST,404,Safari,France,0
GET,500,Chrome,France,0
PUT,404,Safari,Canada,0
POST,404,Safari,USA,0
PUT,200,Edge,Germany,0
PUT,301,Opera,Brazil,0
POST,301,Edge,USA,0
PUT,200,Chrome,Germany,0
PUT,403,Edge,India,0
DELETE,500,Edge,Germany,0
POST,200,Opera,France,0
GET,500,Chrome,France,0
GET,301,Bot,USA,0
POST,404,Edge,Canada,0
GET,404,Edge,Germany,0
GET,404,Chrome,France,0
PUT,404,Firefox,China,0
DELETE,500,Safari,France,0
PUT,301,Safari,France,0
GET,200,Edge,Brazil,0
PUT,301,Chrome,Canada,1
PUT,301,Bot,China,0
PUT,200,Bot,Canada,0
GET,500,Edge,Germany,0
POST,404,Firefox,Germany,0
PUT,200,Bot,North Korea,1
DELETE,500,Bot,USA,0
DELETE,403,Safari,USA,0
PUT,301,Opera,Canada,0
DELETE,301,Opera,USA,0
POST,404,Firefox,India,0
POST,200,Firefox,USA,0
GET,301,Bot,Brazil,0
PUT,301,Firefox,India,0
DELETE,500,Firefox,Germany,0
DELETE,404,Chrome,Canada,0
DELETE,301,Bot,Germany,0
DELETE,404,Opera,France,0
POST,404,Edge,Germany,0
GET,403,Chrome,Brazil,1
PUT,301,Chrome,India,0
GET,500,Safari,USA,0
POST,403,Firefox,USA,0
PUT,404,Firefox,Germany,0
PUT,301,Chrome,Brazil,0
POST,404,Opera,Brazil,0
PUT,301,Bot,Canada,0
POST,200,Chrome,China,0
PUT,301,Firefox,Germany,0
DELETE,301,Opera,Germany,0
PUT,403,Firefox,Canada,0
DELETE,404,Firefox,China,0
PUT,403,Opera,France,0
PUT,403,Firefox,France,0
GET,200,Firefox,Canada,0
GET,404,Bot,France,0
PUT,500,Bot,USA,0
PUT,301,Chrome,Canada,0
GET,500,Chrome,USA,0
DELETE,301,Edge,Germany,0
DELETE,200,Opera,USA,0
POST,200,Firefox,Canada,0
PUT,500,Bot,Germany,0
PUT,301,Safari,France,0
DELETE,404,Firefox,Brazil,0
DELETE,500,Safari,USA,0
PUT,404,Edge,China,0
POST,301,Opera,Germany,0
POST,403,Bot,France,0
DELETE,200,Safari,France,0
PUT,500,Edge,Brazil,0
