device_type,os_version,app_usage_pattern,protocol,data_volume,log_type,event,event_description,error_code,file_accessed,process,ioc,target
Android,Android 10,High,SSH,8508,application,App Install,295,255,/home/user/docs/report.docx,systemd,Known Malicious IP,0
Android,Android 10,High,SSH,1934,security,App Install,735,965,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,HTTPS,1024,security,File Access,178,687,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,Android 10,High,SSH,2876,system,System Update,512,736,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Normal,SSH,2036,security,System Update,481,936,/tmp/malware.bin,malware.exe,Pegasus Signature,0
Android,Android 10,Low,FTP,8763,application,Login,919,202,/tmp/malware.bin,malware.exe,Pegasus Signature,0
iPhone,Android 11,Normal,HTTPS,2335,security,System Update,494,183,/tmp/malware.bin,malware.exe,None,1
Android,Android 11,Low,HTTP,425,security,File Access,539,447,/tmp/malware.bin,systemd,None,1
iPhone,Android 11,High,HTTP,5845,system,App Install,238,197,/home/user/docs/report.docx,explorer.exe,None,1
iPhone,Android 11,High,FTP,6722,system,App Install,1000,892,/var/log/syslog,malware.exe,Known Malicious IP,1
Android,iOS 15.0,Low,SSH,6010,system,App Install,598,436,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 15.0,High,SSH,6816,application,File Access,11,773,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Low,FTP,2831,security,Logout,246,948,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,Android 11,High,SSH,9991,application,App Crash,454,592,/tmp/malware.bin,malware.exe,Known Malicious IP,0
iPhone,iOS 15.0,High,SSH,5654,application,Login,970,449,/tmp/malware.bin,chrome.exe,None,1
iPhone,iOS 14.6,High,FTP,656,security,Login,777,610,/var/log/syslog,systemd,Pegasus Signature,0
iPhone,iOS 15.0,Normal,SSH,3322,application,System Update,34,244,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 14.6,Low,HTTPS,8818,security,App Crash,971,250,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Low,HTTPS,8253,application,App Crash,615,421,/home/user/docs/report.docx,systemd,None,0
iPhone,Android 10,Low,HTTPS,8534,application,Login,862,327,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,HTTPS,2745,application,Login,110,957,/tmp/malware.bin,malware.exe,None,1
iPhone,iOS 14.6,High,HTTPS,3630,application,App Install,808,773,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,iOS 15.0,Low,HTTPS,7487,system,App Install,680,273,/tmp/malware.bin,explorer.exe,Pegasus Signature,0
Android,Android 10,High,FTP,8437,application,App Crash,470,813,/home/user/docs/report.docx,systemd,None,1
Android,Android 10,Normal,SSH,6564,application,Login,949,676,/var/log/syslog,explorer.exe,Known Malicious IP,1
Android,iOS 14.6,High,FTP,5365,application,Login,65,826,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Normal,SSH,6151,security,App Crash,924,637,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,Android 11,High,HTTP,6264,system,File Access,333,329,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,iOS 14.6,Low,HTTPS,4718,security,Logout,961,472,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,Android 10,Normal,HTTP,1837,system,Logout,149,758,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
iPhone,iOS 14.6,High,SSH,8164,system,System Update,73,829,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,iOS 14.6,Low,HTTPS,3344,system,Login,718,173,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,iOS 15.0,Low,SSH,6761,security,App Install,903,565,/var/log/syslog,systemd,None,1
iPhone,iOS 15.0,Normal,HTTPS,2085,system,App Crash,642,909,/var/log/syslog,explorer.exe,None,1
iPhone,Android 10,High,FTP,9877,security,Logout,639,925,/home/user/docs/report.docx,malware.exe,None,1
iPhone,iOS 15.0,Low,HTTPS,7602,system,System Update,918,115,/tmp/malware.bin,explorer.exe,None,1
Android,iOS 14.6,Low,HTTPS,4237,system,Logout,347,539,/var/log/syslog,systemd,Known Malicious IP,0
iPhone,iOS 14.6,Low,HTTP,7130,security,App Install,96,553,/tmp/malware.bin,malware.exe,None,0
Android,Android 10,Normal,SSH,8873,security,Logout,349,949,/tmp/malware.bin,malware.exe,None,1
Android,iOS 15.0,Normal,SSH,1763,security,App Install,853,443,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
iPhone,iOS 14.6,High,HTTP,4053,application,File Access,748,829,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 15.0,Low,HTTPS,384,application,File Access,750,110,/tmp/malware.bin,systemd,None,0
iPhone,Android 10,Normal,HTTP,9022,security,App Install,637,311,/var/log/syslog,explorer.exe,Known Malicious IP,0
iPhone,Android 10,High,HTTP,8728,security,Logout,106,195,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,Android 11,Normal,HTTPS,3822,security,Logout,865,730,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,FTP,5200,application,App Install,651,454,/var/log/syslog,systemd,Pegasus Signature,1
Android,iOS 15.0,Low,HTTPS,6666,system,File Access,333,427,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,Android 11,High,HTTPS,5176,system,Logout,779,438,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 15.0,Normal,SSH,5328,system,App Install,495,268,/var/log/syslog,malware.exe,None,1
Android,Android 10,Normal,FTP,3159,system,File Access,394,820,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,Normal,FTP,1225,security,App Install,422,271,/tmp/malware.bin,systemd,None,1
iPhone,iOS 14.6,Normal,SSH,7715,application,App Install,729,385,/tmp/malware.bin,systemd,Known Malicious IP,0
Android,iOS 14.6,Low,FTP,6866,system,App Install,922,373,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,Android 11,Normal,FTP,6222,security,System Update,733,513,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,Normal,FTP,2970,application,App Crash,866,375,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,Android 10,Normal,HTTP,1879,system,Login,941,625,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 15.0,Low,HTTP,4016,security,Login,108,797,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,Android 10,Low,SSH,6979,application,App Crash,745,580,/var/log/syslog,explorer.exe,Known Malicious IP,0
iPhone,iOS 14.6,Low,SSH,8338,system,Logout,562,796,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Normal,HTTPS,7680,security,Logout,363,707,/home/user/docs/report.docx,systemd,Known Malicious IP,1
Android,iOS 15.0,Low,HTTP,755,security,File Access,754,348,/tmp/malware.bin,explorer.exe,Pegasus Signature,0
Android,Android 11,Low,FTP,8412,system,App Install,935,629,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,FTP,8073,application,App Install,318,578,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,iOS 15.0,Low,HTTP,6757,security,Login,176,854,/home/user/docs/report.docx,explorer.exe,None,0
iPhone,iOS 14.6,Normal,FTP,1071,security,File Access,778,859,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,Android 10,Normal,HTTP,6134,application,App Install,871,967,/var/log/syslog,malware.exe,None,1
Android,Android 11,High,HTTPS,7643,application,App Crash,79,910,/home/user/docs/report.docx,explorer.exe,None,1
iPhone,iOS 15.0,Normal,HTTPS,900,system,System Update,934,560,/tmp/malware.bin,systemd,Known Malicious IP,0
Android,Android 10,High,FTP,1667,application,Login,503,582,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 10,Normal,FTP,6788,system,Logout,606,326,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 11,High,FTP,9517,application,Logout,174,778,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,Android 10,Normal,HTTPS,2029,system,App Install,163,984,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,Low,SSH,9571,security,System Update,729,896,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,Android 11,High,SSH,7251,application,System Update,565,308,/var/log/syslog,chrome.exe,None,1
iPhone,iOS 14.6,Normal,HTTP,7144,application,System Update,211,403,/tmp/malware.bin,explorer.exe,Pegasus Signature,0
iPhone,Android 10,Normal,SSH,929,application,File Access,204,315,/var/log/syslog,systemd,Known Malicious IP,0
Android,iOS 15.0,High,FTP,9096,security,App Install,462,162,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 15.0,High,SSH,822,system,Logout,856,191,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,Android 11,Normal,HTTPS,1756,system,App Crash,40,824,/var/log/syslog,explorer.exe,Pegasus Signature,0
Android,Android 10,High,FTP,2349,security,Logout,805,137,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,FTP,9490,application,System Update,686,795,/var/log/syslog,explorer.exe,None,1
Android,Android 11,Low,FTP,6514,system,Login,803,761,/var/log/syslog,malware.exe,Pegasus Signature,0
Android,iOS 14.6,High,FTP,4735,system,Logout,254,759,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,iOS 14.6,High,HTTP,487,application,System Update,207,126,/var/log/syslog,systemd,None,1
Android,iOS 14.6,High,HTTP,7454,security,App Install,178,498,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,Android 11,High,HTTP,7314,system,App Install,849,174,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
Android,Android 10,High,FTP,183,security,App Install,873,276,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 11,Normal,FTP,9822,system,File Access,681,549,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,iOS 15.0,High,HTTPS,8234,application,App Crash,769,327,/tmp/malware.bin,explorer.exe,None,0
iPhone,Android 11,Normal,SSH,7614,application,Login,417,604,/home/user/docs/report.docx,systemd,Known Malicious IP,0
Android,Android 11,Low,HTTPS,3111,application,File Access,604,114,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 15.0,Low,HTTPS,8990,application,App Install,744,676,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,Android 10,Low,FTP,8640,application,System Update,302,868,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,0
iPhone,iOS 15.0,Low,FTP,366,application,App Crash,471,772,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,iOS 14.6,Low,HTTPS,1569,application,Login,504,205,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 10,High,SSH,7734,system,App Install,482,420,/tmp/malware.bin,malware.exe,Pegasus Signature,0
iPhone,iOS 14.6,High,SSH,3304,security,App Crash,581,879,/tmp/malware.bin,systemd,None,1
Android,Android 11,High,FTP,3016,system,Logout,727,169,/tmp/malware.bin,systemd,None,1
Android,Android 10,High,FTP,3153,system,Login,577,613,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,0
iPhone,Android 11,Normal,HTTPS,959,application,File Access,435,881,/home/user/docs/report.docx,explorer.exe,None,1
Android,iOS 14.6,Low,FTP,7212,security,File Access,692,843,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTPS,2506,application,App Crash,208,963,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,0
iPhone,Android 10,Normal,HTTP,3808,system,App Install,93,500,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,iOS 15.0,High,FTP,4199,application,App Crash,38,142,/home/user/docs/report.docx,malware.exe,None,1
iPhone,iOS 14.6,High,HTTPS,7387,application,App Install,421,275,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,FTP,4312,security,Login,301,979,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,iOS 15.0,Low,HTTP,6058,security,Login,960,359,/var/log/syslog,chrome.exe,None,1
iPhone,iOS 15.0,Low,HTTPS,2663,system,Logout,546,917,/var/log/syslog,chrome.exe,None,1
Android,Android 10,Normal,HTTPS,4606,application,Logout,305,736,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
iPhone,Android 10,Normal,HTTP,3351,system,Logout,95,655,/tmp/malware.bin,systemd,Known Malicious IP,0
Android,Android 11,Normal,FTP,8192,security,Logout,428,554,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
iPhone,Android 10,Normal,HTTP,3518,application,App Crash,511,859,/home/user/docs/report.docx,explorer.exe,None,0
Android,iOS 14.6,Normal,HTTPS,4865,system,System Update,48,495,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,Android 11,High,HTTPS,2745,application,File Access,478,742,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,Android 11,Normal,FTP,4390,application,System Update,165,971,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,iOS 15.0,Normal,FTP,2806,security,System Update,279,125,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,Android 10,High,SSH,3441,system,File Access,89,537,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,FTP,1761,system,Login,351,297,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,SSH,6832,system,Logout,551,965,/tmp/malware.bin,malware.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,HTTPS,6600,security,App Install,730,697,/var/log/syslog,systemd,Pegasus Signature,1
Android,iOS 15.0,Low,SSH,9676,system,App Install,772,983,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
Android,iOS 14.6,Low,SSH,720,security,System Update,758,535,/var/log/syslog,malware.exe,None,1
Android,iOS 15.0,Low,FTP,490,application,App Crash,578,318,/home/user/docs/report.docx,systemd,None,1
Android,Android 10,Low,FTP,5280,application,App Crash,656,904,/tmp/malware.bin,malware.exe,Known Malicious IP,0
iPhone,iOS 14.6,Normal,HTTP,182,application,App Install,858,843,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 10,Normal,HTTPS,3320,application,File Access,382,607,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,Android 11,Normal,HTTP,4561,security,System Update,218,513,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
iPhone,Android 11,Normal,FTP,4043,security,Login,23,272,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,Android 10,High,SSH,4140,system,Logout,182,823,/tmp/malware.bin,malware.exe,None,1
iPhone,iOS 15.0,Low,FTP,4529,system,App Install,919,227,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,High,HTTPS,6967,security,Login,688,791,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 15.0,Low,SSH,7513,security,File Access,239,221,/tmp/malware.bin,systemd,None,1
Android,iOS 15.0,Low,HTTP,7548,application,App Crash,928,912,/var/log/syslog,systemd,None,1
Android,iOS 15.0,Normal,SSH,2002,application,File Access,877,176,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 10,Low,SSH,1527,security,Logout,955,288,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,Android 10,Low,HTTPS,2339,system,Login,841,122,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,Low,FTP,8234,application,App Crash,253,610,/var/log/syslog,chrome.exe,None,1
iPhone,Android 10,Normal,HTTP,8316,system,App Crash,525,254,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTP,5848,application,Login,86,196,/tmp/malware.bin,malware.exe,None,1
Android,iOS 14.6,High,SSH,2536,security,App Install,933,368,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
Android,iOS 14.6,Low,HTTPS,7673,system,App Install,107,834,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,Android 11,Normal,HTTP,5778,system,System Update,91,685,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Normal,SSH,6992,security,App Install,953,412,/var/log/syslog,explorer.exe,None,0
Android,Android 11,High,HTTP,6680,system,System Update,367,305,/var/log/syslog,systemd,Pegasus Signature,0
Android,Android 10,Normal,FTP,9771,security,File Access,480,334,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,Android 10,Low,SSH,2091,security,File Access,978,759,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,SSH,4966,security,Logout,174,123,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,Android 10,Low,FTP,4555,application,Logout,939,129,/home/user/docs/report.docx,malware.exe,None,1
Android,Android 10,Normal,HTTP,2927,security,App Install,682,649,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,Android 10,Low,FTP,577,system,Login,699,732,/home/user/docs/report.docx,malware.exe,Known Malicious IP,0
iPhone,Android 11,High,FTP,2053,application,App Install,883,631,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 14.6,High,HTTP,9827,security,App Install,612,509,/tmp/malware.bin,systemd,Known Malicious IP,1
Android,iOS 15.0,Normal,HTTP,4162,application,System Update,727,803,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,Normal,HTTPS,441,system,System Update,791,872,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,0
iPhone,iOS 15.0,Normal,HTTP,2112,security,Login,977,946,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,Android 10,Normal,HTTP,1251,application,App Crash,906,401,/home/user/docs/report.docx,systemd,None,1
iPhone,iOS 15.0,Low,SSH,5210,security,Login,159,463,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,Android 11,Low,HTTPS,8051,system,App Crash,832,165,/tmp/malware.bin,systemd,None,1
Android,iOS 15.0,Normal,HTTP,2435,system,App Install,476,252,/home/user/docs/report.docx,explorer.exe,None,1
Android,Android 11,Low,FTP,1429,system,App Crash,895,160,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,iOS 15.0,High,HTTP,9671,application,Logout,584,386,/home/user/docs/report.docx,chrome.exe,None,1
Android,iOS 14.6,Low,HTTP,2908,security,Login,7,420,/tmp/malware.bin,explorer.exe,Known Malicious IP,0
iPhone,iOS 15.0,High,HTTPS,9155,system,App Crash,652,778,/tmp/malware.bin,chrome.exe,None,1
iPhone,Android 11,High,HTTPS,7715,security,System Update,481,699,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,iOS 14.6,Low,HTTP,1127,system,Login,810,594,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,SSH,7380,application,File Access,688,231,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 10,Normal,SSH,1696,system,Login,166,150,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,Android 11,High,SSH,2119,system,System Update,437,726,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
iPhone,Android 11,Low,FTP,8628,security,App Crash,705,662,/tmp/malware.bin,malware.exe,None,1
Android,iOS 15.0,Low,HTTP,7471,application,App Crash,258,766,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Normal,SSH,3925,security,App Install,993,331,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,Android 10,Normal,HTTP,7675,system,System Update,763,520,/var/log/syslog,explorer.exe,Known Malicious IP,0
Android,iOS 15.0,Normal,SSH,9906,application,Login,10,849,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Low,HTTP,5616,system,App Crash,211,798,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,High,SSH,6062,system,App Install,807,592,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
iPhone,iOS 15.0,Normal,FTP,961,application,App Crash,645,441,/home/user/docs/report.docx,chrome.exe,None,0
Android,Android 11,High,SSH,9618,system,Login,520,289,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,iOS 14.6,Normal,FTP,6002,system,App Install,97,290,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,Android 10,Normal,FTP,2243,system,Login,922,195,/home/user/docs/report.docx,systemd,Pegasus Signature,0
Android,iOS 15.0,Low,HTTP,4539,security,App Crash,956,472,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 14.6,High,SSH,7082,security,Login,859,330,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 15.0,Low,HTTP,8955,security,Logout,715,105,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,Android 10,Normal,SSH,1675,application,System Update,471,160,/var/log/syslog,chrome.exe,None,1
iPhone,Android 11,Low,SSH,9614,application,Logout,392,538,/var/log/syslog,explorer.exe,None,0
Android,Android 11,Low,SSH,3947,application,File Access,469,715,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTP,7685,system,App Install,418,777,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,Android 10,Normal,HTTP,6101,application,Logout,56,664,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,Android 10,Normal,SSH,3281,application,App Crash,168,874,/var/log/syslog,explorer.exe,None,1
Android,iOS 15.0,Low,FTP,1069,system,App Crash,74,464,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 11,Normal,HTTPS,1836,system,Logout,353,208,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,Android 10,Normal,FTP,4218,application,Logout,376,300,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 11,Normal,SSH,8417,application,App Install,517,577,/var/log/syslog,explorer.exe,Pegasus Signature,1
Android,Android 10,Normal,FTP,7434,application,App Crash,195,138,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,Android 11,High,HTTP,3176,security,Logout,178,705,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,Android 10,Normal,HTTP,9956,security,App Install,138,335,/tmp/malware.bin,chrome.exe,None,0
Android,iOS 14.6,Low,FTP,5753,security,App Crash,52,488,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,Android 10,Low,FTP,8800,security,App Crash,794,863,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Low,FTP,1273,system,Login,250,598,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,Android 10,Low,FTP,6861,security,App Crash,852,877,/var/log/syslog,systemd,None,1
iPhone,Android 11,Low,FTP,7954,system,Logout,851,104,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
Android,Android 11,Low,HTTP,2843,system,Logout,205,672,/home/user/docs/report.docx,systemd,None,1
iPhone,Android 11,Low,SSH,5287,system,Login,734,614,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,Android 10,High,HTTP,5729,application,Login,77,690,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 10,Normal,SSH,6572,application,App Crash,854,955,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,iOS 14.6,Normal,HTTPS,8660,application,App Install,269,447,/tmp/malware.bin,explorer.exe,None,1
Android,iOS 14.6,Normal,HTTPS,5933,application,Login,925,627,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,Android 10,Low,HTTP,8691,security,File Access,154,373,/var/log/syslog,systemd,None,1
Android,iOS 15.0,Low,HTTPS,9740,system,Login,490,633,/home/user/docs/report.docx,systemd,Known Malicious IP,1
Android,iOS 14.6,High,HTTP,7382,system,App Crash,513,581,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,Android 11,High,SSH,9695,application,Logout,423,624,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,Normal,HTTPS,7241,security,File Access,284,717,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,1
Android,iOS 15.0,High,HTTPS,1682,security,Login,190,243,/var/log/syslog,chrome.exe,Known Malicious IP,1
Android,Android 11,Low,HTTPS,8274,security,App Crash,220,198,/home/user/docs/report.docx,explorer.exe,None,1
iPhone,iOS 15.0,High,SSH,1017,system,File Access,580,366,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Normal,HTTPS,3809,security,App Install,393,640,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,iOS 15.0,High,SSH,5885,system,File Access,987,507,/tmp/malware.bin,malware.exe,None,1
Android,iOS 14.6,Normal,SSH,5386,security,App Crash,162,341,/tmp/malware.bin,malware.exe,Pegasus Signature,1
iPhone,Android 11,Low,SSH,3525,application,App Crash,949,103,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,Android 11,Normal,SSH,2578,application,Login,490,549,/var/log/syslog,chrome.exe,None,1
iPhone,Android 10,Low,FTP,1084,system,Logout,193,256,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,iOS 14.6,High,FTP,4278,security,Logout,367,225,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,Low,HTTPS,6676,application,File Access,258,919,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 11,High,SSH,4765,security,System Update,12,194,/var/log/syslog,explorer.exe,Known Malicious IP,1
Android,Android 10,Normal,HTTPS,5916,system,File Access,467,758,/tmp/malware.bin,malware.exe,Pegasus Signature,0
iPhone,iOS 14.6,High,FTP,6591,system,Login,866,719,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
iPhone,iOS 14.6,Low,SSH,511,security,Logout,61,505,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 15.0,High,HTTP,3558,system,App Crash,986,934,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
iPhone,Android 11,High,FTP,2401,application,Logout,886,141,/var/log/syslog,chrome.exe,None,1
Android,Android 10,Low,HTTP,2401,security,System Update,86,488,/home/user/docs/report.docx,systemd,Known Malicious IP,1
Android,iOS 15.0,High,HTTPS,5968,system,System Update,226,319,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,iOS 15.0,Low,HTTP,5168,application,File Access,691,206,/home/user/docs/report.docx,systemd,Pegasus Signature,1
Android,iOS 14.6,Low,HTTP,8703,security,File Access,713,768,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,Normal,HTTPS,9215,security,Login,312,709,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,Android 10,Normal,HTTPS,9615,system,File Access,328,468,/var/log/syslog,systemd,None,1
Android,Android 11,Normal,FTP,1221,application,System Update,169,165,/var/log/syslog,explorer.exe,None,1
Android,Android 10,High,HTTP,1091,application,App Install,178,215,/tmp/malware.bin,systemd,None,1
iPhone,iOS 15.0,High,HTTPS,1036,security,App Crash,446,356,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,Android 10,Normal,SSH,9216,system,File Access,570,616,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
iPhone,Android 11,Low,HTTP,4369,security,File Access,487,169,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,iOS 15.0,High,FTP,492,security,Logout,26,751,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,iOS 15.0,Normal,SSH,6317,system,File Access,455,452,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Low,HTTPS,6030,system,App Crash,60,339,/var/log/syslog,explorer.exe,None,1
iPhone,iOS 15.0,High,HTTPS,6619,application,App Install,890,806,/home/user/docs/report.docx,malware.exe,None,1
